53.748	1.2746e+06	2.2431e+06	2.2904e+06	
53.997	1.2503e+06	2.2451e+06	2.3128e+06	
54.249	1.2262e+06	2.2466e+06	2.3354e+06	
54.502	1.2024e+06	2.2476e+06	2.3582e+06	
54.758	1.1788e+06	2.2482e+06	2.3812e+06	
55.017	1.1554e+06	2.2483e+06	2.4045e+06	
55.278	1.1323e+06	2.2479e+06	2.428e+06	
55.542	1.1094e+06	2.2471e+06	2.4517e+06	
55.81	1.0867e+06	2.2458e+06	2.4757e+06	
56.08	1.0642e+06	2.244e+06	2.5e+06	
56.354	1.0419e+06	2.2417e+06	2.5246e+06	
56.631	1.0199e+06	2.2389e+06	2.5494e+06	
56.927	9.9688e+05	2.2354e+06	2.5759e+06	
57.228	9.7412e+05	2.2313e+06	2.6028e+06	
57.532	9.5161e+05	2.2266e+06	2.6299e+06	
57.842	9.2932e+05	2.2214e+06	2.6575e+06	
58.156	9.0728e+05	2.2156e+06	2.6854e+06	
58.476	8.8546e+05	2.2091e+06	2.7136e+06	
58.801	8.6387e+05	2.202e+06	2.7423e+06	
59.132	8.425e+05	2.1943e+06	2.7714e+06	
59.469	8.2136e+05	2.1859e+06	2.8009e+06	
59.812	8.0044e+05	2.1768e+06	2.8309e+06	
60.162	7.7974e+05	2.1671e+06	2.8613e+06	
60.52	7.5927e+05	2.1567e+06	2.8923e+06	
60.885	7.3901e+05	2.1455e+06	2.9237e+06	
61.258	7.1898e+05	2.1336e+06	2.9556e+06	
61.64	6.9917e+05	2.1209e+06	2.9881e+06	
62.03	6.7958e+05	2.1075e+06	3.0211e+06	
62.45	6.5926e+05	2.0926e+06	3.0563e+06	
62.879	6.3925e+05	2.0768e+06	3.0922e+06	
63.319	6.1955e+05	2.0601e+06	3.1285e+06	
63.769	6.0017e+05	2.0425e+06	3.1655e+06	
64.23	5.8111e+05	2.0241e+06	3.203e+06	
64.703	5.6237e+05	2.0048e+06	3.241e+06	
65.212	5.4304e+05	1.9834e+06	3.2817e+06	
65.733	5.2418e+05	1.9612e+06	3.3228e+06	
66.264	5.058e+05	1.9381e+06	3.3642e+06	
66.807	4.8792e+05	1.9142e+06	3.4061e+06	
67.389	4.6969e+05	1.8882e+06	3.4503e+06	
67.979	4.5216e+05	1.8615e+06	3.4945e+06	
68.607	4.3445e+05	1.8328e+06	3.541e+06	
69.235	4.177e+05	1.8038e+06	3.5867e+06	
69.864	4.0184e+05	1.7747e+06	3.6316e+06	
70.492	3.8683e+05	1.7455e+06	3.6759e+06	
71.12	3.7262e+05	1.7162e+06	3.7194e+06	
71.749	3.5916e+05	1.6869e+06	3.7621e+06	
72.377	3.464e+05	1.6576e+06	3.8042e+06	
73.005	3.3431e+05	1.6284e+06	3.8455e+06	
73.633	3.2284e+05	1.5993e+06	3.886e+06	
74.262	3.1196e+05	1.5704e+06	3.9258e+06	
74.89	3.0164e+05	1.5416e+06	3.9649e+06	
75.518	2.9184e+05	1.513e+06	4.0033e+06	
76.147	2.8253e+05	1.4847e+06	4.041e+06	
76.775	2.7368e+05	1.4565e+06	4.078e+06	
77.403	2.6528e+05	1.4287e+06	4.1142e+06	
78.032	2.5728e+05	1.4011e+06	4.1498e+06	
78.66	2.4968e+05	1.3739e+06	4.1846e+06	
79.288	2.4244e+05	1.3469e+06	4.2188e+06	
79.917	2.3554e+05	1.3203e+06	4.2523e+06	
80.545	2.2898e+05	1.294e+06	4.2852e+06	
81.173	2.2272e+05	1.2681e+06	4.3174e+06	
81.802	2.1676e+05	1.2425e+06	4.3489e+06	
82.43	2.1107e+05	1.2173e+06	4.3798e+06	
83.058	2.0564e+05	1.1924e+06	4.4101e+06	
